run_date,database_or_index,query_family,query_id,exact_query_string,filters,window,raw_count,retained_count,notes
2026-05-27T12:09:11-04:00,Crossref,scenario variant harvest,crossref-query-ssp5-hyphen-8-dot-5-2010-2026-05-27,GET /works?query=SSP5-8.5,"from-pub-date:2010-01-01,until-pub-date:2026-05-27,type:journal-article",2010 through 2026-05-27,39,31,"Crossref query is a relevance search over deposited metadata, not exact full-text search. Large ambiguous result sets are capped before local exact filtering."
2026-05-27T12:09:11-04:00,Crossref,scenario variant harvest,crossref-query-ssp585-2010-2026-05-27,GET /works?query=SSP585,"from-pub-date:2010-01-01,until-pub-date:2026-05-27,type:journal-article",2010 through 2026-05-27,7,7,"Crossref query is a relevance search over deposited metadata, not exact full-text search. Large ambiguous result sets are capped before local exact filtering."
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario variant,local-rcp8-dot-5-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,10425,10425,This is the local exact scenario spelling count after source-database harvest and deduplication.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-business-space-as-space-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business\s+as\s+usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,65,65,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-business-hyphen-as-hyphen-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business-as-usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,117,117,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-bau-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])BAU(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,13,13,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-baseline-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])baselines?(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,637,637,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-no-space-policy-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no\s+policy(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,1,1,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-no-hyphen-policy-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no-policy(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-no-space-additional-space-action-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no\s+additional\s+action(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-current-space-policies-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])current\s+polic(?:y|ies)(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,3,3,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-default-space-future-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])default\s+future(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp8-dot-5-likely-space-future-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])likely\s+future(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,16,16,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario variant,local-rcp-space-8-dot-5-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,7648,7648,This is the local exact scenario spelling count after source-database harvest and deduplication.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-business-space-as-space-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business\s+as\s+usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,31,31,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-business-hyphen-as-hyphen-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business-as-usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,68,68,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-bau-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])BAU(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,16,16,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-baseline-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])baselines?(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,448,448,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-no-space-policy-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no\s+policy(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-no-hyphen-policy-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no-policy(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,1,1,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-no-space-additional-space-action-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no\s+additional\s+action(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-current-space-policies-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])current\s+polic(?:y|ies)(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,2,2,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-default-space-future-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])default\s+future(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-space-8-dot-5-likely-space-future-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s+8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])likely\s+future(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,9,9,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario variant,local-rcp85-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,323,323,This is the local exact scenario spelling count after source-database harvest and deduplication.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-business-space-as-space-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business\s+as\s+usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-business-hyphen-as-hyphen-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business-as-usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,2,2,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-bau-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])BAU(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-baseline-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])baselines?(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,6,6,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-no-space-policy-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no\s+policy(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-no-hyphen-policy-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no-policy(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-no-space-additional-space-action-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no\s+additional\s+action(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-current-space-policies-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])current\s+polic(?:y|ies)(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-default-space-future-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])default\s+future(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp85-likely-space-future-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP85(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])likely\s+future(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,2,2,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario variant,local-rcp-hyphen-8-dot-5-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,6127,6127,This is the local exact scenario spelling count after source-database harvest and deduplication.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-business-space-as-space-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business\s+as\s+usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,22,22,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-business-hyphen-as-hyphen-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business-as-usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,43,43,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-bau-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])BAU(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,14,14,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-baseline-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])baselines?(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,302,302,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-no-space-policy-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no\s+policy(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-no-hyphen-policy-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no-policy(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,1,1,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-no-space-additional-space-action-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])no\s+additional\s+action(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-current-space-policies-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])current\s+polic(?:y|ies)(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,2,2,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-default-space-future-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])default\s+future(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,0,0,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-rcp-hyphen-8-dot-5-likely-space-future-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])RCP\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])likely\s+future(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,8,8,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario variant,local-ssp5-hyphen-8-dot-5-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])SSP\s*5\s*-\s*8\.5(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,292,292,This is the local exact scenario spelling count after source-database harvest and deduplication.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-ssp5-hyphen-8-dot-5-business-space-as-space-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])SSP\s*5\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business\s+as\s+usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,3,3,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-ssp5-hyphen-8-dot-5-business-hyphen-as-hyphen-usual-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])SSP\s*5\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])business-as-usual(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,1,1,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
2026-05-27T12:09:11-04:00,local exact index over harvested metadata,scenario plus BAU/default term,local-ssp5-hyphen-8-dot-5-bau-2010-2020 inclusive,scenario_variant_regex=(?<![A-Za-z0-9_-])SSP\s*5\s*-\s*8\.5(?![A-Za-z0-9_-]) AND context_regex=(?<![A-Za-z0-9_-])BAU(?![A-Za-z0-9_-]),deduped OpenAlex/Crossref records; title/abstract/keywords metadata only,2010-2020 inclusive,1,1,Required paired query family. Count is conservative because only returned metadata was classified; full text was not retrieved.
